0,1,2,3,time,classifier,pseudotime_index,pseudotime
0.5971042,0.24530223,0.07446284,0.08313073,163,c1_2,163,0.6723641
0.5303633,0.26501268,0.0850646,0.11955934,165,c1_2,165,0.6725024
0.53182286,0.25197035,0.09463207,0.12157472,167,c1_2,167,0.6725976
0.5372613,0.2528715,0.09333902,0.11652814,169,c1_2,169,0.6735895
0.46730202,0.2682692,0.11603883,0.14838988,171,c1_2,171,0.6739024
0.4842655,0.2629527,0.10543037,0.14735146,173,c1_2,173,0.67446625
0.4817234,0.26044166,0.10653032,0.15130463,175,c1_2,175,0.67498314
0.4904506,0.25898322,0.10378356,0.14678256,177,c1_2,177,0.67538595
0.4509562,0.26210064,0.11628546,0.17065775,179,c1_2,179,0.67604
0.44287702,0.26809877,0.12292387,0.16610031,181,c1_2,181,0.6778044
0.41629127,0.26588222,0.1342241,0.18360238,183,c1_2,183,0.67798924
0.3602951,0.28057286,0.1504536,0.2086784,185,c1_2,185,0.6784632
0.23010404,0.29975843,0.20964444,0.2604931,187,c1_2,187,0.6786741
0.23777956,0.30380514,0.20272481,0.25569054,189,c1_2,189,0.679045
0.2349166,0.29942465,0.2105152,0.25514355,191,c1_2,191,0.6795744
0.2786044,0.2995429,0.19351542,0.22833732,193,c1_2,193,0.67991394
0.29331067,0.30546957,0.18695913,0.21426065,195,c1_2,195,0.6799602
0.17297766,0.3081223,0.26752594,0.25137407,197,c1_2,197,0.68091094
0.18429273,0.3107415,0.28067297,0.22429278,199,c1_2,199,0.68174076
0.21345778,0.31592184,0.28075,0.18987043,201,c1_2,201,0.68257344
0.21841373,0.32979438,0.2881034,0.1636885,203,c1_2,203,0.6828178
0.22981666,0.33009875,0.28823805,0.15184656,205,c1_2,205,0.68438023
0.123746626,0.295762,0.36589152,0.21459986,207,c1_2,207,0.6845103
0.122129165,0.28546998,0.37452966,0.21787126,209,c1_2,209,0.6851906
0.12761368,0.2936233,0.3752015,0.20356153,211,c1_2,211,0.68602294
0.13058369,0.29206905,0.36152893,0.21581838,213,c1_2,213,0.68695956
0.13281576,0.2903079,0.3724072,0.20446905,215,c1_2,215,0.6886268
0.1490839,0.30493528,0.3536486,0.19233222,217,c1_2,217,0.694205
0.16028558,0.30872154,0.34374502,0.18724789,219,c1_2,219,0.6982267
0.11747905,0.28804728,0.401041,0.19343266,221,c1_2,221,0.6985281
0.12227471,0.29539502,0.39364782,0.18868248,223,c1_2,223,0.69959027
0.12528445,0.29043773,0.4171028,0.167175,225,c1_2,225,0.700902
0.0923458,0.27967647,0.4503952,0.17758255,227,c1_2,227,0.70526797
0.08244813,0.2640842,0.46112597,0.19234172,229,c1_2,229,0.70622945
0.020913478,0.22790486,0.514598,0.23658372,231,c1_2,231,0.7083701
0.9546184,0.02182119,0.022370161,0.0011903292,1,c1_3,1,0.3250713
0.9426615,0.026965154,0.028744431,0.0016288762,3,c1_3,3,0.33379212
0.9330324,0.0320028,0.032953758,0.0020110807,5,c1_3,5,0.35966438
0.9059372,0.040575642,0.050062653,0.0034244843,7,c1_3,7,0.36385068
0.85906535,0.053749543,0.08194984,0.0052353395,9,c1_3,9,0.3746114
0.85057265,0.05989329,0.08342714,0.0061068563,11,c1_3,11,0.38257623
0.80401254,0.07906776,0.10659131,0.010328383,13,c1_3,13,0.38689575
0.6922627,0.12620386,0.15602805,0.025505407,15,c1_3,15,0.39932215
